text,sarcasm_label
Pajak teross😢,Non-Sarcasm
🔥🔥🔥,Non-Sarcasm
Yang menilaikan 98% rakyat Indonesia..sejarah ada di rakyat bukan orang yang di bayar dia,Non-Sarcasm
Yg lain cuma taat perintah junjungannya.... Sumbernya itu yg tdk punya malu sama skali..,Non-Sarcasm
Dh kyk kim jong un ya. ..btuh pencitraan trs...ktnya presdn terbaik...😂😂😂😂,Sarcasm
Gak sabar pingin cepet tanggal 20 oct,Non-Sarcasm
YANG PENTING SELAMA PEMILU GAPERNAH MILIH JOKOWI!,Non-Sarcasm
"Udh susah2 Pencitraan posting pamer pake sepatu flad*o anak shoping bolak balik pake jet, uhuy🗿",Non-Sarcasm
MasyaAllah kereeeeeeen tempo. Barakallah fiik tempo,Non-Sarcasm
@indozone.id  nih biasa akun nya bang yang bikin @tempodotco,Non-Sarcasm
🔥🔥🔥🔥,Non-Sarcasm
Gak rela banget negara jd amburadul terus percaya buzzer politik..?? G rela banget negeri ini porak poranda. LAWAN..!!! 🔥🔥,Non-Sarcasm
Uang pajak kuuu hiks buat beginian 😭😭😭😭,Non-Sarcasm
Cermin nya jadi keinget d salon teh susan @findytrs 😍,Non-Sarcasm
"Didunia ku tak bisa membalas, diakhirat nanti aku jadi orang pertama yang menjadi saksi kebusukan mu wi 😔",Non-Sarcasm
Selesai secara fisik saja.,Non-Sarcasm
"Kemaren pilih Anies karena Prabowo di pelihara Jokowi.
Sya tidak membenci Prabowo, nyatanya 2014 & 2019 saya garis kerasnya Prabowo.
Yang saya tunggu setelah 20 Oktober yaitu gimana cara Prabowo melepaskan diri dari lilitan Jokowi, atau sebaliknya menjadi semakin patuh ke Jokowi.
Jika Prabowo bisa melepaskan diri dari jokowi, maka saya yakin sepenuhnya Prabowo akan bisa memimpin Indonesia menjadi lebih baik🔥",Non-Sarcasm
Orang WARAS mana yg percaya bacotan si Mulyono,Non-Sarcasm
Wih habis ini jadi selebgram dong yaa.... 👏👏👏,Non-Sarcasm
"Alhamdulillah selama 10 thn, 2 periode pemerintahannya keluarga besar kami tidak pernah memilihnya.. tidak termakan dengan framing pencitraannya.
Yg saya heran banyak org pintar diluar sana yg termakan pencitraannya..😮",Non-Sarcasm
Yess the fact,Non-Sarcasm
Presiden apa residen radiologi? Pencitraan mulu ☺️,Non-Sarcasm
"Kalau ada yang bagus diakui hasil dirinya, kalau buruk itu hasil pemerintah. 😂😂😂",Sarcasm
Keberhasilan adalah milik sendiri sedangkan kegagalan adalah milik bersama.,Non-Sarcasm
"Ahh.... Gak percaya sama mulyono,  tapi kadang suka heran,  masih aja ada yg percaya sma mulyono.. Hhhmmmm",Non-Sarcasm
Guillotine,Non-Sarcasm
Adakah saluran berita LN yg bisa memblow up KKN nya CC. @cnbc @cnn @nbcnews @bbcnews,Non-Sarcasm
9  999,Non-Sarcasm
J i  i 9n j9 i i9  n  99 i 9  i 99.i  9 .99,Non-Sarcasm
,Non-Sarcasm
,Non-Sarcasm
9 j9.,Non-Sarcasm
Ii .8,Non-Sarcasm
I8 n  9 8 9  8,Non-Sarcasm
Ii iii9 j.8  i,Non-Sarcasm
"Zaman Soeharto orng korupsi tapi masih ada malu, zaman Jokowi koruptor dah gak punya malu... Mestinya sekalian dipotong 'kemaluannya'...pegimane?",Non-Sarcasm
🔥🔥🔥🙌🙌🙌,Non-Sarcasm
"Terimakasih Pak Jokowi atas semua kerja keras karya baktinya... kami sudah merasakan dan menikmati semuanya mulai dr infrastruktur tol yg luar biasa, transformasi moda transport modern MRT, LRT, Kereta Cepat, Bandara Bandara, pelabuhan pelabuhan, BPJS, birokrasi yg lebih cepat, LPDP dll.. salam dari kami warga BSD Serpong.. 😍😍😍",Non-Sarcasm
🔥,Non-Sarcasm
Dih bener2 ngak ada malu lagi ya Allah semoga dihisab paling lama karena kami sangat tidak rela!!😢😢,Non-Sarcasm
Po..po.. kenapa baru skrg di up? Maunya dr kmaren lah. Selak udah anaknya jd wakil presiden . Miris sih ya ..,Non-Sarcasm
ini contohnya 😂 👉🏾 @dolordarjo,Sarcasm
@ponorogojalanjalan,Non-Sarcasm
yuk makanya yg semangat kerjanyaa 🤣,Sarcasm
4 point: 1. Ambisius 2. Haus pujian 3. Rakus kekuasaan (dynasti) 4. GAGAL,Non-Sarcasm
@rrifkiananda,Non-Sarcasm
Kena deh😂,Sarcasm
🔥,Non-Sarcasm
Adili jokowi antek nya dan keluarganya..,Non-Sarcasm
🔥,Non-Sarcasm
"Untung punya presiden yg berani ambil keputusan dan resiko tdk disukai pihak lain, bukan yg diam beretorika dan cari aman, negara ini sudah lama jalan ditempat dgn banyak rencana, seminar dan debat pengamat tanpa hasil",Non-Sarcasm
Presiden terburuk,Non-Sarcasm
"Pak Jokowi, nanti selepas wafat, semoga ngga ketemu Malaikat Zabaniyah ya.",Non-Sarcasm
Ini baru yg disebut jurnalistik. Salute buat tempo 🫡,Non-Sarcasm
Wiwiwiwiwiwwiiw,Non-Sarcasm
Pantes Mentri Kom nya ktum pr*j*,Non-Sarcasm
Kalo ada piala citra buat kategori presiden...setiap tahun selama 10tahun ...manusia ini lah pemenang nya🤣😂,Sarcasm
"Lu boleh serahak di dunia makan duit haram sengsarain rakyat, tapi liat entar di akhirat emang hidup didunia bakal kekal gitu, selamanya?... 😂😂",Sarcasm
Udah cocok nih pak mulyono jd brand ambassador nya Citra,Non-Sarcasm
"Pak, nanti di afterlife ketemu kami untuk pertanggungjawaban paling haq di hadapan Allah ya, insya allah",Non-Sarcasm
"Jejak rekam paling aneh, dari Solo maju pilgub Jakarta eh jadi  Presiden, mulus amat jalannya.",Non-Sarcasm
Proposal gak lolos nih roman2nya. 😂,Sarcasm
Terbaiks beliau versi fans nya,Non-Sarcasm
Aku inget ketika ada stasiun TV swasta adakan penghargaan .......WORD scr masif tiap minggu sdh trbaca kl ini bangun pencitraan semu unt masyarakatnya😂😂☹☹,Sarcasm
"Agar Bukti & Fakta dilapangan seperti apa ? harus dipublikasikan biar Rakyat yg Menilai, dan Penerintahan Pak PRABOWO yg MEMPERBAIKI, serta Kerugian / Kerusakan Negara yg ada menjadi Tanggung Jawab Pemerintahan JOKOWI 🔥🔥🔥.",Non-Sarcasm
"Lagi nunggu yang komen "" ini pasti anak abah """,Sarcasm
😮😮😮,Non-Sarcasm
Makin tahu buruk nya makin ga Redho...😢,Non-Sarcasm
"Hanya yg cerdas yg paham propaganda usang, yg muji hanya IQ dibawah 70 😂😂😂",Sarcasm
Kualitas pendidikan selama 10 thn menurun drastis...,Non-Sarcasm
Aaa kasiaaan aaaa kasiaaan aaaaa😂😂😂😂😂😂😂😂😂😂😂😂😂😂,Sarcasm
"Implementasi ""mikul duwur mendem jeroh"" yg kebablasan ala mulyono, mau ditutupi dengan cara apapun kebenaran akan tetap benar dan kesalahan akan tetap salah. Ganbatte Indonesia🔥💪",Non-Sarcasm
Algoritma nya sama saat Pilpres dan IKN nanti FYP tu disemua medsos dan platform,Non-Sarcasm
Salam GIGIT Jari 😢,Non-Sarcasm
"Skit hati sama ketimpangan sosial, hukum makin ga jelas, BUMN pada bangkrut, Deflasi ekonomi, kenaikan pajak, pungli di berbagai sektor, pengelolaan lingkungan amburadul, dinasti politik parpol, dinasti presiden, komersialisasi pendidikan, Komplit dah rusaknya.",Non-Sarcasm
,Non-Sarcasm
Jika anda tidak memilih jokowi di dua kali pilpres maka anda anda telah memberi sumbangsih besar negeri ini,Non-Sarcasm
Kenapa Pak Jokowi begitu haus akan kekuasaan ya?,Non-Sarcasm
Mengerahkan segalanya di akhir jabatannya 🥰,Non-Sarcasm
Bravo tempo!,Non-Sarcasm
Yang saya heran disini dibilang barisan sakit hati. Terus netizen di kolom jkw itu orang yang buta mata n hati gitu? Keburukan sebegitu nyata masih dielu2kan... 😢 Efeknya sampai ke depan2nya loh. Ditambah fyufyufafa yang astaghfirullah,Non-Sarcasm
@jumrana12 komennya serem bgt. Gak sesuai si lapangan,Non-Sarcasm
Propaganda ada sejak dari awal menjadi walikota..,Non-Sarcasm
Sejak dr mantau gorong2 aja udah mikir ini orang ngapain sih? Terlalu lebay pencitraan gak mutu wkwjwk gimana mau percaya sama dia,Non-Sarcasm
Fb ama tiktok jd sarang buzzer,Non-Sarcasm
#adilijokowi,Non-Sarcasm
"Sektor penting yg jaman jokowi paling menyedihkan = kesehatan, pendidikan.",Non-Sarcasm
"Begini amat, Pak!! @jokowi",Non-Sarcasm
"Tidak rela, semoga di balas di NERAKA",Non-Sarcasm
Alhamdulillah sejak 2014 sudah paham😂,Sarcasm
Saya sbg pembayar pajak bersumpah akn menuntut pertanggung jawaban di akhirat nanti,Non-Sarcasm
"Cuman tinggal hitungan hari,masih aja di poles,dan kacungnya mau aja lagi",Non-Sarcasm
Saya sakit hati hutang Negara Indonesia makin BANYAAAAAAAAAAAAAKKKKK,Non-Sarcasm
"INSYALLAH YANG BUSUK, AKAN TERUS MEMBUSUK, DAN BAUNYA KEMANA MANA",Non-Sarcasm
presidwn satu2 nya yg punya buzer yg anggarannya sampqi harus pajakin rakyt,Non-Sarcasm
Doakan ramai² yuk.semoga dosa dosa beliau² ini beserta anak dan keturunannya tidak diampuni oleh allah 🤲,Non-Sarcasm
💃💃💃,Non-Sarcasm
Udah mau lengser aja masih dibawa ribet,Non-Sarcasm
"@faiterzairul21 Percaya beli a,10th lalu lebih baik😂",Sarcasm
"Saat prabowo naik percayalah , pak joko akan hilang perlahan",Non-Sarcasm
Woiiiii....tetap Jokowi adalah yg terbaik...slm Dari NTT,Non-Sarcasm
Dari awal dia masuk ke gorong2 got nyalonin cagub JKT gw jg udh gk percaya sm ni org 🤡,Non-Sarcasm
"Kgk rela lah..apalagi pajak d mn2, kecuali maaf sy ga sopan kentut, pipn pup za",Non-Sarcasm
Yeess terbaiiiiiik,Non-Sarcasm
Semua bermula dari mobil ESEMKA 😂,Sarcasm
Kelas tempoo👏👏👏,Non-Sarcasm
Tempo (maaf) telat.,Non-Sarcasm
Emang beberapa hari ini masif skali pemberitaan kinerja rezim 10 tahun menjelang lengser. Gw mah kagak menelan mentah2 yang ada di medsos dari konten2 tersebut. Terserah saya mau di cap anak abah atau apapun itu.,Non-Sarcasm
DPR sebagai pengawas kemana ? BPK audit donk anggaran nya tepat sasaran Ndak ? Ternyata permintaan tambahan anggaran Menkoinfo untuk pencitraan Mulyono?,Non-Sarcasm
"Puluhan Miliar abis buat propaganda, mantab betul",Non-Sarcasm
"Bahkan salon kecantikan pun kalah dgn cara ""memoles"" presiden",Non-Sarcasm
"Demi Allah, gak rela gak ikhlas. The worst president ever!!",Non-Sarcasm
🤣,Sarcasm
Pencitraan trooosss,Non-Sarcasm
Keren mimin🔥,Non-Sarcasm
Wah ga kebagian kue ya min?,Non-Sarcasm
BONGKAR!!!🔥,Non-Sarcasm
BUA  AND  KALIA  YAN  MASI  PERCAY  SAY  YAKI  AND  BAR  BANGU  DAR  HIBERNAS  PANJAN  D  DALA  GU  LEBI  DAR  SEMBILA  TAHU .,Non-Sarcasm
"Jelas ..., tidak😮",Non-Sarcasm
Tegke,Non-Sarcasm
Raja firngaon versi Indonesia 🤮🤮🤮,Non-Sarcasm
"Entah saya yg punya bakat atau guru2 saya berhasil. Mendidik saya dengan baik, sehingga saya bisa mengambil kesimpulan bahwa sosok seperti mulyono tidak memiliki value yg bagus sebagai seorang pemimpin.. Pencitraan penuh kepalsuan sangat gampang saya lihat tanpa dikasih tau siapapun.. Kebohongan selama ini bisa saya ketahui tanpa perlu capek2 investigasi kiri kanan",Non-Sarcasm
Calon mantan peresiden yg kayaknya bermasalah,Non-Sarcasm
Saya minta pertanggungjawabannya di hari perhitungan.,Non-Sarcasm
,Non-Sarcasm
"496 Trilyun bansos digelontorkan, dan hasilnya lahir wapres FUFUFAFA",Non-Sarcasm
dr sn aku sdh trauma milih Pemimpin yg strategi sederhana dan merakyat. Sekarang mau cari yg Cerdas Atau Tegas yg bisa mewalki seperti Prabowo atai Anies... Track record penting,Non-Sarcasm
Udah lihat belum sekarang ada channel baru TV yg idinya 10 th program JKW,Non-Sarcasm
"10 tahun gw ga pilih dia, males jg mengakui dia Presiden ... 🤣🙌",Sarcasm
"Ternyata insecure & butuh validasi jugaa, kirain 😂",Sarcasm
Terima kasih sudah diingatkan,Non-Sarcasm
Udh pontang panting bersolek ehhh boroknya di bongkar tempo 🤣🤣🤣🤣🤣,Sarcasm
Hanya tempo yg oposisi,Non-Sarcasm
😂😂😂😂,Sarcasm
Jokowi baik cuma LEMAH AMA KORUPTOR DAN KELUARGA,Non-Sarcasm
"Yakinlah,  bila bangkai akan tetap bangkai, akan tercium kelak bau busuknya. Bila bukan tak akan tercium baunya.... 😂😂😂. Kita tunggu setelah lengser",Sarcasm
"Sudah sempat curiga sebenarnya. Ternyata emang sedang ada ""program khusus"" buat pencitraannya lagi. Pinter banget ngabisin duit rakyatnya yang makin banyak penganggurannya begini. Sadis ternyata, lebih penting namanya daripada nasib warganya. Miris!",Non-Sarcasm
Gak bakal kemakan gw,Non-Sarcasm
Captionnya kokagak² menghasut ya,Non-Sarcasm
Saya GK munafik tp melihat 2 anak saya yg masih kecil itu tanggung jawab saya dan negara utk mensejahterakan kedepannya . . Saya kecewa dan GK ikhlas lihat hal2 sperti ini PD sisok presiden dan jajaranya . Semoga mereka kelak dapat. Balasan oleh YME atas apa yg d perbuat kpd rakyatnya sebagai orang yg d beri amanah dn mandat...,Non-Sarcasm
Touch up dlu engga sih🗿,Non-Sarcasm
Pantesan bayak instansi ngasih Piagam perhargaan dan warga kehormatan. Gt,Non-Sarcasm
Emang farah 10 thn. Ini,Non-Sarcasm
Najis..enek gua liat muka orang ini,Non-Sarcasm
Negara sendiri 😢,Non-Sarcasm
Loh mana hidung panjangnya,Non-Sarcasm
"45U bener² emang lo Mul, udah mau lengser masih aja",Non-Sarcasm
"Biar para polisi n tentara dan pegawai-pegawai negri saja yang begitu, kita tidak perlu banget 😮🤭🔥❤🇲🇨🙏",Non-Sarcasm
ga tau malu😂,Sarcasm
"Saya sakit hati. Ya karena dibalik kegelimangan, keglamoran beliau dengan keturunannya ada saya, ada mereka yang untuk makan sehari saja masih kelimpungan cari uangnya darimana. Nah pemimpin ini? Wallahi, saya akan bersaksi nantinya di akhirat. Bersenang-senanglah sekarang Bapak Jokowi yang terhormat 👍",Non-Sarcasm
Selalu saya skip klo ada pemujaan Jokowi lewat di beranda 😂,Sarcasm
menyala abg tempo....🔥🔥🔥,Non-Sarcasm
"Tempo, dari jaman Soekarno.. Sampe sekarang.. Selalu oposisi.. Gimana kalau next pemilu, semua redaktu tempo jd anggota DPR dan Presiden aja? Biar bisa mengimplementasikan gagasan² terbaiknya secara langsung..??",Non-Sarcasm
Berani sekali ente 😂,Sarcasm
Kalau begitu sejak dari Masa pilihan Walkot dong😂....lalu naik turus....,Sarcasm
Inginku ucapkan ANJ1NG untuk kelurganya dan jajaran yg menjilat nya,Non-Sarcasm
Innalillahi wa Inna illaihi rojiun..,Non-Sarcasm
"The way pak jokowi mimpin Indonesia ya seperti ceo running korporasi besar, kalo sampe kegiatannya diekspos demi alternative income coba cek dia sama tim manajerial nya becus gak ngelola korporasinya.",Non-Sarcasm
"Poles terus, biar masuk buku sejarah 🤣",Sarcasm
WTF,Non-Sarcasm
Tempo emang paling berani 😍🔥,Non-Sarcasm
Alhamdulillah gua gak pernah percaya mulyono sejak awal,Non-Sarcasm
"Yg lucu.. minggu kemarin sy lihat d beberapa spanduk d jalan gatsu... kok ada gambar joko,prabow& gibran di 1 frame dgn  kontras  warna sama. Sy mikir apa periode 2024-2029 presidennya ada 2 ? 😮",Non-Sarcasm
"Yang goib"" aja bisa dimanipulasi😂",Sarcasm
Planga plongo ga takut hisab akherat..Nauzubillah😮,Non-Sarcasm
soal pencitraan Mulyono memang raja nya🥲,Non-Sarcasm
Tempo 🔥,Non-Sarcasm
Justru ini ngomongin rumah sendiri yaitu Tempo. Ingat manyorty lo yg suka pemerintahan selama 10 thn.,Non-Sarcasm
Alhamdulillah immune propaganda udh kuat.. Jd gk terpengaruh 😆,Non-Sarcasm
emang dr awal ampas. sampe akhir pun ampas. g pernah kenak skalipun ama gimiknya si muka melas ini  skluarga asli udah jual malu ke duit,Non-Sarcasm
"Ya Ndak rela sih, tempo...tapi mo gimana lagi...😂😂",Sarcasm
ternyata keputusan 2 X ga milih dia adalah keputusan yang sangat tepat..,Non-Sarcasm
I love tempo dapat suntikan dana dari amerika n buat proposal ke pemerintah intinya enak ya maen dua kaki,Non-Sarcasm
"Ne tempo no Koplo,,,Hidup Tempo,",Non-Sarcasm
Koruptor Disini karpet merah,Non-Sarcasm
"""Propaganda leave us blinded"" .... ""Propaganda made you buy it""",Non-Sarcasm
Valid sih tempo. Sudah mulai tuh self reward nya jokowi 😢,Non-Sarcasm
parahhh mirisss,Non-Sarcasm
Pendukung tukang ngibul dan ijasah aspal mah hepi krn cmn perut yg kenyang otak kosong,Non-Sarcasm
"Mengerikan, kelak hisab sbg pemimpin negara akan berat",Non-Sarcasm
Propaganda PKI sdh dimulai disebar sejak dari 2012 s/d 2024,Non-Sarcasm
"Karena kerjanya gak baik maka perlu pencitraan biar dianggap baik. Kalo beneran baik , Rakyat juga tahu kok tanpa perlu dikampanye2 kan",Non-Sarcasm
"Banyaak buzzer disini yg puja puji, mungkin ini juga masuk yg ditempo dikondisikan biar seolah2 berhasil",Non-Sarcasm
Tdk rela kalau hasil pungutan pajak digunakan utk yg tidak produktif apalagi utk propaganda memblow-up sesuatu utk kepentingan seseorg,Non-Sarcasm
Emang Gagal apa Yang harus dipuji,Non-Sarcasm
Ayo dibuat dan viralkan utk counter propaganda yg berpotensi menyesatkan?,Non-Sarcasm
udh masuk ke sekolah2.. anak2 sekolah jg ada yg bahas ttg IKN😂,Sarcasm
Udah mampir komen ke postingannya @banyumas24jam,Non-Sarcasm
Waw🔥,Non-Sarcasm
6 hari lagi ternyata selama 6 tahun pemerintahan dia selama ini😂,Sarcasm
Apapun itu.. Fufufafa is GRR,Non-Sarcasm
Cie.. cie.. tempo wkwkwkwk,Non-Sarcasm
Firaun,Non-Sarcasm
Dunia akhirat saya ga rela...biar jadi hisab yg berat buat dia dan semua yg terlibat...,Non-Sarcasm
"Hukum terutama sih yg agak gimana itu penegakkan hukumnya banyak kasus besar belum terungkap diantaranya Harun masiku, kejadian KM 50 yg msh jadi misteri siapa otak pelakunya",Non-Sarcasm
Pantesan mulai banyak bermunculan konten konten tak lazim tentang rezim.. Setelah Beyonce ternyata muncul lagi sekte pemujaan baru 🙌,Non-Sarcasm
Sampai mau akhir jabatan pun masih hambur2in Uang Rakyat hanya ingin diakui sebagai Presiden Terbaik ..klau memang berhasil dan terbaik ya terbaik aja kenapa hrs minta diakui Rakyat pasti bisa menilai nya,Sarcasm
Proposal nya ditolak ya nyet,Non-Sarcasm
Berita sebelah dong.,Non-Sarcasm
King lip service👏,Non-Sarcasm
🔥🔥,Non-Sarcasm
Pak jokowi pas udah kaga jadi presiden Linkedin nya open to work gak ya kaya pak anies 😁😂,Sarcasm
"Klo udah lengser, kasih piala citra ni m",Non-Sarcasm
"ini baru aja liat di depan HI malah dengan bangganya yg membuat adalah kementerian infomasi wkwkwk, iya lah beliau berterima kasih sama so boss udah tetep percaya sama org gak berguna kayak dia 😂",Sarcasm
Selain gitu engga ada lagi keahliannya kan,Sarcasm
tempo sudah menyala sebelum lampu ditemukan 🙌🔥😍,Non-Sarcasm
"Susah omong dah min, dimulai sejak 2012 propaganda no org masif ke seluruh Indonesia duluk gerbongnya metro tipi tu",Non-Sarcasm
"Di pamflet lomba foto, buzzeRPnya banyak bener..atuuutt😂",Sarcasm
CUMA MANUSIA BODO YG PERCAYA LAGI DGN APAPUN YG KELUAR TENTANG SI MULYONO INI,Non-Sarcasm
baru di zaman presiden ini nihhh .. di akhir masa jabatan memoles citra ya .. mungkin miliaran dana ya.  gilla sungguh gila bener nih raja jawa🔥,Non-Sarcasm
Propaganda card stacking kah?,Non-Sarcasm
Ehm @fadlysyh,Non-Sarcasm
"Hebat ih Tempo, salut",Non-Sarcasm
"Dah lha capek aku, klo liat rakyat di peras suruh bayar ini itu tiap bulan, kita kerja sampai tangisan darah eh situ enak bikin aturan gak jelas 🥲",Non-Sarcasm
Pasukan 13 M....,Non-Sarcasm
Terima kasih tempo,Non-Sarcasm
"Sumpah demi Allah saya bersaksi di akhirat nanti, berapa zalimnya beliau",Non-Sarcasm
Tengkyuuu Tempo @tempodotco 🔥🔥🔥,Non-Sarcasm
Penguasa terbejad,Non-Sarcasm
emane duitku digae ngenean,Non-Sarcasm
Di Solo bahkan udah kesebar spanduk bertuliskan Terima Kasih Jokowi 😂😂😂😂,Sarcasm
Duite rakyat ppn 11% untuk kepentingan mulyono.. 😂😂,Sarcasm
🔥🔥🔥,Non-Sarcasm
Bocor alus🔥🔥🔥,Non-Sarcasm
58% membutuhkan 10 tahun untuk berpikir. Hasil PISA tidak pernah meleset.,Non-Sarcasm
Saya tidak ikhlas bayar pajak beat buat beginian. Kita orang susah2 nabung buat bayar agar tepat waktu tidak didenda malah dibuat party kek gini,Non-Sarcasm
"Kabarnya tempo begini karena nggak kebagian, apa betul?",Non-Sarcasm
"Proposal di TOLAK , bocor Alus bertindak https://vt.tiktok.com/ZS2KYB8nu/",Non-Sarcasm
Raja Hutang Dari Negara Masapahit💩,Non-Sarcasm
Alhamdulillah g nambah2 i DOSA krn memilihnya..... PUASKAN😂😂😂,Sarcasm
"SEMOGA SELURUH JURNALIS /KARYAWAN TEMPO SLALU DALAM LINDUNGAN TUHAN. LANCAR REZEKI N PANJANG UMUR. TERIMAKASIH TEMPO , SEMOGA SLALU NETRAL & MENGEDUKASI MASYARAKAT.👏",Non-Sarcasm
"Kalo bagus, rakyat bisa menilai sendiri, ini justru karena tak bagus harus dipoles2 biar nampak bagus",Non-Sarcasm
Dan skrg sudah mulai bermunculan. Baik dlam bentuk video dan baliho,Non-Sarcasm
Pak utang sm rakyat IKN dibayar dulu pak jangan pencitraan mulu ohh kasian oh kasiaan 😢😢,Non-Sarcasm
"Gaada yang mau jdi vigilante np?? Buat nembak pala beliau, gemesh bgtt soalnya",Non-Sarcasm
"Luarr biasa si Mulyono,""mabok""nya kebangetan.",Non-Sarcasm
Poles tros🤭,Non-Sarcasm
Mulyono kenapa gapake duit sendiri? Oh iyakan enakan juga duit negara 😂,Sarcasm
wow,Non-Sarcasm
Hati2 kena virus propaganda pencitraan mnjelang masa ahkir jabatan😂,Sarcasm
Cieee yg dikit lagi mau jadi warga biasa dan sibuk kampanye keberhasilan menjabat selama 10th @jokowi 😂😂😂,Sarcasm
Semoga Indonesia dijauhkan dari pejabat yang dzalim. Aamiin,Non-Sarcasm
"Dan banyak akun akun yg mengatasnamakan kabar kota / kabupaten, serentak ngepost pencitraan ini demi cuan dan kelangsungan hidup adminnya",Non-Sarcasm
"Terima kasih bapak @jokowi , sabar ya pak, memang di wakanda orang yang berprestasi malah disudutkan. BJ Habibie aja akhirnya pindah ke Jerman. Tp bapak meski disudutkan tetap membangun negeri bersama orang² hebat, bukan orang² nyinyir ❤️.",Non-Sarcasm
Dikritik malah pake kaos anak mulyono 😂,Sarcasm
"Support and respect,,,,terus suara kak kebenaran tempokuuu 🔥🔥🔥🔥🔥",Non-Sarcasm
menyala Tempo 🔥🔥,Non-Sarcasm
"dr dulu kepo bgt, tempo backingannya siapa sih.. 😭 berani nya ugal2 an .👏👏👏",Non-Sarcasm
Dari dulu ga pnah tertarik milih nih orng,Non-Sarcasm
Apakah tidak pernah cape untuk pen c1tr4 an kah?,Non-Sarcasm
sehat sehat jurnalis tempo... takut saya kalian kenapa2/😢 semoga selalu dlm jalan perjuangan yg lurus pro rakyat,Non-Sarcasm
🤣🤣🤣🤣🤣🤣👏👏👏👏👏👏👏,Sarcasm
"Dibilang gak rela, ketia dipakai nya sudah pasti bisa dibilang pasrah ae lagi 😂",Sarcasm
🔥,Non-Sarcasm
Ahhh tempo emang beda...,Non-Sarcasm
Mana janji²mu..Nihil dimataku,Non-Sarcasm
Semoga pemerintahan kedepan lebih baik,Non-Sarcasm
Kayaknya Dia perlu dicek jg deh kejiwaannya !!,Non-Sarcasm
FUFUFAFA,Non-Sarcasm
"Lagi rame tu di X... 
Warga instagram hampir sama kyk fb.. Mau aja kemakan sama tempo
Sebenernya jokowi yg nyari citra apa elu yg sakit hati gara gara surat lu yg lu kirim ke kominfo gak direspon?  Wkwkwk",Non-Sarcasm
IKN yg diimpikan sbg monumen peninggalannya pun mengkhianatinya...🔥,Non-Sarcasm
Jokowi penghancur bangsa,Non-Sarcasm
"Oalah apakah beauty vlogger yang aku follow itu salah satunya juga ???,, kemarin dia udah posting panjang x lebar pujian2 itu untuk kata perpisahan, aku rasa sih iya",Non-Sarcasm
🔥🔥🔥,Non-Sarcasm
Dari th 2022 tidak percaya lagi berita mulyo-no,Non-Sarcasm
emang ada masalah kah? wong juga abis ini udah ga njabat 😮,Non-Sarcasm
Vangke,Non-Sarcasm
"Presiden gagal,,,buruan lengser tuman",Non-Sarcasm
Komunitas 20 persen,Non-Sarcasm
MULYONO Bapak Pemberdaya Koruptor indonesia,Non-Sarcasm
Udah banyak.. tiba2 ada WA msg isinya gambar muja muji program jkw,Non-Sarcasm
J1j1k,Non-Sarcasm
Ga anak ga bapak 💩,Non-Sarcasm
"Penerima job buzzer ini ketauan miskinnya, yg ga halal pun di gaskan",Non-Sarcasm
Hanya Tempo yang Jujur memang👏👏,Non-Sarcasm
"Tak perlu itu propadanda jika memang bagus, biasanya sedari jaman VOC dulu bikin propaganda karena emang busuk bin bejad alias busuk lan jahat keji.🔥",Non-Sarcasm
"Loh loh gimana ini ? Kalian juga salah satu yg menawarkan dan minta audiensi untuk iklan program"" jokowi menjelang masa pensiun dia loh. Sayangnya ditolak istana proposalnya, berarti kalian jga bilang tempo salah satu yg mau buat propaganda tersebut ? Cemananya ini",Non-Sarcasm
Hehehe yuk mulai dibuat list akun mana saja yg sudah mulai,Sarcasm
Gas🔥,Non-Sarcasm
Kelazz banget master,Non-Sarcasm
Yg komen orang2 yg lg bingung angsuran 🤣🤣🤣 termasuk saya 🤣🤣🤣,Sarcasm
Si mukidi ini daya rusaknya sangatlah luar biasa seperti isriwil ! Tempatnya di Neraka jahanam 🔥,Non-Sarcasm
Uang rakyat yang bayar sekolah anaknya saja Masih kesusahan dipakai untuk kampanye ginian ?,Non-Sarcasm
bagus bagus sudah tebal mukanya,Non-Sarcasm
valid!,Non-Sarcasm
Baru kali ini ada gerakan memoles citra segala macam. Saking takut gerakan rakyat nanti setelah dia lengser?,Non-Sarcasm
Kontribusi terbesar sy untuk negeri ini adalah tak pernah memiihnya apalagi memujanya,Non-Sarcasm
"TOLONGLAH, YANG MASIH PADA MEREM, BUKA MATA!!! CAPEK!!! Udah sampe sekelas @tempodotco @majalah.tempo @bocoraluspolitik yang ngespill aja masih pada batu. HERAN!",Non-Sarcasm
👏🤣,Sarcasm
Pemimpin yg Tulus dan Bijaksana Tidak Butuh Pengakuan Dari rakyat ini malah Maksa Diri supaya di Akui Oalah Jok Jok,Non-Sarcasm
"Uang rakyat buat dia pake semena men,buat kepentingan pribadi ngga ada maamfatnya buat rakyat..",Non-Sarcasm
Audiensi nya kakaq 😂,Sarcasm
"Nikmati terus @majalah.tempo  saat Pak Jokowi masih jadi presiden, terus olah aja biar jadi uang masuk... Ntar kita lihat gmn pas rejim baru, berani ngolah lagi kah? Hahahah... Bersyukur di rejim jokowi, orang bebas berbicara tapi masih aman sehingga mereka ketagihan dan makin merasa hebat.... Ingat! Waktu berubah, rejim berubah, suasana berubah",Sarcasm
Real monster,Non-Sarcasm
IKN ini programnya rakyat....kaget nya sampe 2025,Non-Sarcasm
