judul,konteks,komen,apakah_komen_utama,dari_komen_utama,emoticon,label
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2","Mereka sangat yakin bisa membuat 2 putaran. Lihat saja, rakyat akan melakukan perlawanan.",TRUE,Tidak ada,FALSE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",Ya tinggal diganti UNDANG-UNDANGNYA!! kan udh biasa ganti ganti peraturan. Yekan Mul @jokowi,TRUE,Tidak ada,FALSE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2","Pokoknya semua salah jokowi lah...
gaji karyawan tempo yg sering  telat d awal bulan pun itu salahnya jokowi..
yagak min..??😂😂😂",TRUE,Tidak ada,TRUE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2","Saya sebagai rakyat gak terlalu peduli siapa yg menang,yg penting udh ikut mencoblos...tp mereka yg berkuasa gak mau menerima kekalahan dgn mengatasnamakan rakyat",TRUE,Tidak ada,FALSE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",Dosa nggak ya kalau minta Tuhan untuk cabut nyawa Mulyono secepat mungkin?? Indonesia udah makin hancur semenjak keluarga dia berkuasa.. biadap banget keluarga mereka 😢,TRUE,Tidak ada,TRUE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2","Wong peraturan calon wapres aja di rubah apalagi ini , wkwkwk trus orang yg  lugu baca nya, tetappp jelas harus 2 putaran pokoknya salah mau benar yg penting PRO dinasti wkwk ehh salah raja endorse",TRUE,Tidak ada,FALSE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",Tempo ... Suka bener 😂,TRUE,Tidak ada,TRUE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2","Kata mulyono minimal.58 %... dan lihatlh  hasilnya...😂 yg d cawe"" itu sistemnya..mau seluruh rakyat milih S,B,C kalo sistemnya eeror ya 58 % ..itu lh jahatya mereka...😢",TRUE,Tidak ada,TRUE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",Main main di Jakarta. Hehe,TRUE,Tidak ada,FALSE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",50% + 1 vs 50%+1% dikira sama 😢,TRUE,Tidak ada,TRUE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",Maksa banget KIM pless pengen kuasai Dunia. Aturan mau di ubah² lagi,TRUE,Tidak ada,FALSE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2","menurut saya lsg dilantik saja sesuai selera pusat, bisa menghemat biaya, dr pada",TRUE,Tidak ada,FALSE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2","Lah kaya gatau aja kmrn"" Pilpres kpu adalah koentji mau nyoblos siapapun hasil ny sudah d tetapkan😂",TRUE,Tidak ada,TRUE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",RK malu gak sih sampe diginiin demi jadi  DKI 1,TRUE,Tidak ada,FALSE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",Gw pikir macan asia ternyata kucing kampus,TRUE,Tidak ada,FALSE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",Mulyono daya rusaknya masya Allah bagi negeri ini,TRUE,Tidak ada,FALSE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2","Pak pak mbok iling akhirat, duniawi aja😎 emang kita mau memaafkan kedzoliman kalian? NOPE!😎",TRUE,Tidak ada,TRUE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",Liat aja kalo pengumuman KPU ditunda maka hal tersebut kemungkinan besar terjadi,TRUE,Tidak ada,FALSE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",Animasi keren 😂🔥,TRUE,Tidak ada,TRUE,
"tempodotco's profile picture Ada yang berharap aturan 50 persen + 1 itu sama dengan 51 persen sehingga pemilihan kepala daerah Jakarta berlangsung dua putaran. Pramono Anung, calon PDI Perjuangan, membukukan 50,07 persen suara hingga akhir pekan lalu.  Menurut Undang-Undang Provinsi Khusus Jakarta, seharusnya pemilihan Gubernur Jakarta sudah selesai karena gubernur terpilih jika mendapat suara lebih dari 50 persen. Tapi, itu menurut undang-undang dan aturan main.  Pramono tak didukung penguasa. Jagoan mantan Presiden Jokowi dan Presiden Prabowo Subianto adalah Ridwan Kamil, yang perolehan suaranya tertinggal hampir 10 persen. Jika undang-undang saja bisa diubah, apatah lagi perolehan suara dalam pemilu. Maka ada operasi bagaimana menurunkan suara Pramono hingga di bawah 50 persen agar pilkada maju ke putaran kedua.  Bagaimana caranya?  #Tempodotco #TempoPlus","pasangan pramono dan ranokarno berhasil memenangkan pilkada di jakarta lewat quick count dengan perolehan suara 50.07%, namun calon yang didukung presiden , yakni pasangan ridwan kamil dan suswono mau 2 putaran dengan menghalalkan segala cara, mungkin saja dengan mengubah undang-undang, yang awalnya pemenang hanya perlu suara 50% + 1 suara, menjadi 51%, agar gagal menang dan lanjut di putaran ke 2",Hati-hati dengan Mulyono!,TRUE,Tidak ada,FALSE,
